507466.33994081593,4475168.463819041,2024-03-31 00:34:14.000000
507466.99727936595,4475162.667049796,2024-03-31 00:34:14.011494
507471.4975665652,4475122.981120938,2024-03-31 00:34:14.022988
507483.41876172763,4475017.853967771,2024-03-31 00:34:14.034482
507506.0740439719,4474818.068772856,2024-03-31 00:34:14.045976
507542.53585015715,4474496.53192329,2024-03-31 00:34:14.057470
507595.6573407943,4474028.083660306,2024-03-31 00:34:14.068964
507668.0916093767,4473389.328637602,2024-03-31 00:34:14.080458
507762.3089071232,4472558.483988353,2024-03-31 00:34:14.091952
507880.61211829085,4471515.2428259,2024-03-31 00:34:14.103446
508025.150689902,4470240.651379467,2024-03-31 00:34:14.114940
508197.9331930287,4468716.998201938,2024-03-31 00:34:14.126434
508400.8386699476,4466927.71408814,2024-03-31 00:34:14.137928
508635.6269019079,4464857.281514804,2024-03-31 00:34:14.149422
508903.9477154302,4462491.152561862,2024-03-31 00:34:14.160916
509207.3494305598,4459815.674402603,2024-03-31 00:34:14.172410
509547.2865419754,4456818.021560727,2024-03-31 00:34:14.183904
509925.1267130114,4453486.134228007,2024-03-31 00:34:14.195398
510342.157153246,4449808.662019275,2024-03-31 00:34:14.206892
510799.59044212266,4445774.9126136275,2024-03-31 00:34:14.218386
511298.56985394255,4441374.8047937015,2024-03-31 00:34:14.229880
511840.1742333362,4436598.8254498,2024-03-31 00:34:14.241374
512425.4224648714,4431437.990163743,2024-03-31 00:34:14.252868
513055.2775756767,4425883.807029501,2024-03-31 00:34:14.264362
513730.65050575894,4419928.243404693,2024-03-31 00:34:14.275856
514452.4035769992,4413563.695319636,2024-03-31 00:34:14.287350
515221.35368855274,4406782.9592993865,2024-03-31 00:34:14.298844
516038.2752635014,4399579.206379606,2024-03-31 00:34:14.310338
516903.90296905977,4391945.95811952,2024-03-31 00:34:14.321832
517818.9342303812,4383877.064435161,2024-03-31 00:34:14.333326
518784.03155600675,4375366.683093766,2024-03-31 00:34:14.344820
519799.8246912191,4366409.260725872,2024-03-31 00:34:14.356314
520866.9126139796,4356999.515225655,2024-03-31 00:34:14.367808
521985.86538671225,4347132.419422538,2024-03-31 00:34:14.379302
523157.22587593645,4336803.185918184,2024-03-31 00:34:14.390796
524381.511350622,4326007.252993016,2024-03-31 00:34:14.402290
525659.2149691298,4314740.271495227,2024-03-31 00:34:14.413784
526990.8071636928,4302998.092633332,2024-03-31 00:34:14.425278
528376.7369305837,4290776.756600417,2024-03-31 00:34:14.436772
529817.4330333775,4278072.481964726,2024-03-31 00:34:14.448266
531313.305126065,4264881.655767022,2024-03-31 00:34:14.459760
532864.7448021767,4251200.824270405,2024-03-31 00:34:14.471254
534472.1265755417,4237026.684312968,2024-03-31 00:34:14.482748
536135.8087978236,4222356.075217945,2024-03-31 00:34:14.494242
537856.1345175378,4207185.97121988,2024-03-31 00:34:14.505736
539633.4322848581,4191513.474368806,2024-03-31 00:34:14.517230
541468.0169061635,4175335.807877608,2024-03-31 00:34:14.528724
543360.1901519482,4158650.30988061,2024-03-31 00:34:14.540218
545310.241421424,4141454.4275740325,2024-03-31 00:34:14.551712
547318.4483668741,4123745.7117113345,2024-03-31 00:34:14.563206
549385.0774805755,4105521.8114286223,2024-03-31 00:34:14.574700
551510.3846468806,4086780.469377249,2024-03-31 00:34:14.586194
553694.615661847,4067519.5171425543,2024-03-31 00:34:14.597688
555938.006722622,4047736.870929296,2024-03-31 00:34:14.609182
558240.7848886115,4027430.527495845,2024-03-31 00:34:14.620676
560603.1685163183,4006598.5603205613,2024-03-31 00:34:14.632170
563025.367669583,3985239.1159850317,2024-03-31 00:34:14.643664
