WKT,name,description
"LINESTRING (-86.9434555 40.4385103, -86.9436007 40.4384672, -86.9436919 40.4384202, -86.9437777 40.4383467, -86.9437509 40.438312, -86.9437402 40.4376975, -86.9439682 40.4375301, -86.944054 40.4375158, -86.9448345 40.4378935, -86.9448479 40.4379323, -86.9448265 40.4379752, -86.944687 40.4380283, -86.9446656 40.4380609, -86.9446682 40.4381181, -86.9447326 40.4382732, -86.9447219 40.4383141, -86.9446736 40.438361, -86.9446012 40.4383733, -86.9445046 40.4383692, -86.9443973 40.4383467, -86.9443625 40.4382977, -86.9443651 40.4382365, -86.9444215 40.4380487, -86.9444134 40.4379833, -86.9443759 40.4379201, -86.9443195 40.4378813, -86.9442525 40.4378466, -86.944164 40.4378302, -86.9440862 40.4378547, -86.9440379 40.4378935, -86.9440326 40.4379343, -86.9440647 40.4379772, -86.9441264 40.4380527, -86.9441211 40.4380915, -86.9440594 40.4381303, -86.943995 40.4381712, -86.9439655 40.4382263, -86.9439628 40.4382977, -86.9439119 40.4383508, -86.9438314 40.438359, -86.9437831 40.4383467)",Purdue Grand Prix
,
