0.01,0,-0.01,175.31,-0.19,-174.19
0.02,0.01,-0.02,175.31,-0.19,-174.19
-0.02,0,-0.01,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.01,0.01,0,175.31,-0.19,-174.19
0,-0.02,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.02,-0.02,-0.04,175.31,-0.19,-174.19
34:13.0,4025.6272N,8654.7188W,,,
0,-0.02,-0.05,175.31,-0.19,-174.19
0,0.01,-0.01,175.31,-0.19,-174.19
0.01,0,-0.01,175.31,-0.19,-174.19
0,0.01,0,175.31,-0.19,-174.19
0,-0.02,-0.03,175.31,-0.19,-174.19
-0.01,0,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.01,0,0.01,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.02,0,175.31,-0.19,-174.19
0.01,0,0.01,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0.02,-0.02,0,175.31,-0.19,-174.19
34:13.0,4025.6272N,8654.7188W,,,
-0.01,0.01,0,175.31,-0.19,-174.19
-0.01,-0.02,-0.03,175.31,-0.19,-174.19
0.02,-0.01,-0.01,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.05,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.02,-0.02,175.31,-0.19,-174.19
0,0.01,-0.02,175.31,-0.19,-174.19
0,0.01,-0.03,175.31,-0.19,-174.19
0,0.01,-0.02,175.31,-0.19,-174.19
0,-0.01,-0.04,175.31,-0.19,-174.19
0.01,0.02,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
34:14.0,4025.6270N,8654.7188W,,,
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
0.01,-0.01,-0.02,175.31,-0.19,-174.19
0.01,0.01,0,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0,-0.02,-0.04,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.01,0,0.01,175.31,-0.19,-174.19
34:14.0,4025.6270N,8654.7188W,,,
-0.01,0.01,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.03,0,0,175.31,-0.19,-174.19
0.01,0,-0.03,175.31,-0.19,-174.19
0,0.01,-0.03,175.31,-0.19,-174.19
0,-0.02,-0.04,175.31,-0.19,-174.19
0,0.01,0,175.31,-0.19,-174.19
-0.01,0.01,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
-0.02,0,-0.02,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.01,-0.01,0.01,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
0.02,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0.01,0.01,175.31,-0.19,-174.19
0,0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0.02,0,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,-0.02,-0.02,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0.01,-0.01,0.01,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
-0.02,0,-0.04,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
-0.01,0.01,-0.01,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.02,-0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
-0.01,0.02,-0.01,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0.01,-0.01,-0.02,175.31,-0.19,-174.19
0.01,0,-0.04,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.01,-0.01,0,175.31,-0.19,-174.19
-0.01,-0.01,-0.03,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.02,-0.01,-0.03,175.31,-0.19,-174.19
0.02,0,-0.02,175.31,-0.19,-174.19
0,0.02,0,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
0,0.01,-0.03,175.31,-0.19,-174.19
0.01,-0.01,-0.02,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
0.03,-0.01,-0.01,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
0,-0.01,-0.03,175.31,-0.19,-174.19
-0.02,-0.01,0,175.31,-0.19,-174.19
0.03,0,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.01,-0.01,-0.03,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
34:15.0,4025.6270N,8654.7188W,,,
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
-0.01,0.01,0,175.31,-0.19,-174.19
0,-0.01,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0.01,0.01,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0.02,0,-0.03,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0,0.01,-0.03,175.31,-0.19,-174.19
0.02,-0.01,-0.02,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,-0.02,-0.01,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0,0.01,-0.01,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
34:15.0,4025.6270N,8654.7188W,,,
0,0,-0.02,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0,0.02,0,175.31,-0.19,-174.19
0.01,-0.01,0,175.31,-0.19,-174.19
0,-0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,-0.02,-0.01,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
-0.01,-0.01,-0.01,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,-0.02,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
34:15.0,4025.6270N,8654.7188W,,,
0,-0.01,-0.01,175.31,-0.19,-174.19
0.02,0,-0.01,175.31,-0.19,-174.19
-0.02,-0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
-0.02,0.01,0,175.31,-0.19,-174.19
0.01,0.01,-0.01,175.31,-0.19,-174.19
-0.01,-0.01,0,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0.01,0,-0.03,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0.01,-0.02,175.31,-0.19,-174.19
34:16.0,4025.6270N,8654.7188W,,,
0,0,-0.01,175.31,-0.19,-174.19
-0.02,0.02,0,175.31,-0.19,-174.19
-0.02,0.02,0,175.31,-0.19,-174.19
0,-0.01,-0.03,175.31,-0.19,-174.19
0,-0.04,0,175.31,-0.19,-174.19
0,0.01,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,-0.01,-0.03,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0,-0.04,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,-0.02,-0.03,175.31,-0.19,-174.19
34:16.0,4025.6270N,8654.7188W,,,
-0.02,-0.01,-0.01,175.31,-0.19,-174.19
0.02,0,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.03,175.31,-0.19,-174.19
0.01,-0.01,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0.01,-0.01,-0.01,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.01,-0.01,-0.04,175.31,-0.19,-174.19
0,0.01,-0.03,175.31,-0.19,-174.19
-0.01,-0.02,-0.01,175.31,-0.19,-174.19
-0.01,-0.02,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.03,175.31,-0.19,-174.19
0.03,-0.03,0,175.31,-0.19,-174.19
0,0.02,-0.03,175.31,-0.19,-174.19
0.02,0,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0.01,0,-0.01,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,-0.01,-0.04,175.31,-0.19,-174.19
-0.01,-0.01,-0.01,175.31,-0.19,-174.19
34:16.0,4025.6270N,8654.7188W,,,
-0.01,0,-0.01,175.31,-0.19,-174.19
0.01,0,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0.01,-0.02,0,175.31,-0.19,-174.19
-0.01,0,-0.04,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0.01,0,-0.05,175.31,-0.19,-174.19
0,-0.02,0,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.03,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0.01,0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.01,0.01,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.01,0,-0.08,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0.02,0.01,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
-0.01,0,0.02,175.31,-0.19,-174.19
0,-0.01,-0.04,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0.02,-0.01,-0.01,175.31,-0.19,-174.19
0,-0.01,-0.04,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
34:17.0,4025.6270N,8654.7188W,,,
-0.02,-0.01,-0.02,175.31,-0.19,-174.19
0,-0.01,-0.04,175.31,-0.19,-174.19
0,0.02,-0.01,175.31,-0.19,-174.19
-0.01,-0.01,0,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0.01,-0.02,0,175.31,-0.19,-174.19
0.01,-0.01,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.04,175.31,-0.19,-174.19
0,-0.02,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
34:17.0,4025.6270N,8654.7188W,,,
0.01,-0.02,-0.03,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
-0.01,-0.02,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.03,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0.01,0,-0.01,175.31,-0.19,-174.19
-0.01,0.01,0,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0.01,-0.01,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
34:17.0,4025.6270N,8654.7188W,,,
0,-0.02,-0.01,175.31,-0.19,-174.19
-0.01,0.01,-0.02,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
-0.01,-0.01,0,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,-0.02,-0.01,175.31,-0.19,-174.19
0.03,0.01,0,175.31,-0.19,-174.19
0,-0.01,-0.04,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
0.01,0,0.01,175.31,-0.19,-174.19
0,0.02,-0.01,175.31,-0.19,-174.19
-0.01,-0.01,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
34:17.0,4025.6270N,8654.7188W,,,
0,0.01,-0.02,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
-0.02,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0.01,-0.04,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0.01,-0.01,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.02,0,0,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0,0.02,-0.02,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,-0.02,-0.05,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.03,0.01,-0.03,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.02,0,175.31,-0.19,-174.19
0.03,0.01,-0.01,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0.01,-0.01,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
0,0,0.02,175.31,-0.19,-174.19
0.01,-0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0,0,-0.05,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.02,-0.02,-0.02,175.31,-0.19,-174.19
0,-0.02,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.04,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.02,0.02,0,175.31,-0.19,-174.19
34:18.0,4025.6270N,8654.7197W,,,
0,0,0,175.31,-0.19,-174.19
0.02,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
-0.01,0,-0.02,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0,-0.02,-0.03,175.31,-0.19,-174.19
-0.02,0,-0.02,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0,0,-0.04,175.31,-0.19,-174.19
0,-0.01,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.01,-0.01,0,175.31,-0.19,-174.19
0.01,-0.01,-0.01,175.31,-0.19,-174.19
0.01,-0.01,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,-0.01,-0.03,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.02,0,-0.03,175.31,-0.19,-174.19
0.02,-0.01,0.02,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
0.01,-0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.01,-0.01,0,175.31,-0.19,-174.19
-0.01,0,-0.01,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0.01,-0.01,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0.01,0,0,175.31,-0.19,-174.19
-0.01,-0.02,-0.02,175.31,-0.19,-174.19
34:19.0,4025.6270N,8654.7197W,,,
-0.01,0.01,-0.02,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
-0.02,0,0,175.31,-0.19,-174.19
0.01,-0.01,-0.03,175.31,-0.19,-174.19
0,0,-0.02,175.31,-0.19,-174.19
0.02,0,0,175.31,-0.19,-174.19
0.02,0.01,-0.01,175.31,-0.19,-174.19
-0.01,-0.03,-0.03,175.31,-0.19,-174.19
0,-0.01,-0.01,175.31,-0.19,-174.19
-0.01,0,0,175.31,-0.19,-174.19
0.01,0,-0.01,175.31,-0.19,-174.19
-0.01,0,-0.04,175.31,-0.19,-174.19
0.01,0,-0.03,175.31,-0.19,-174.19
-0.02,0,0,175.31,-0.19,-174.19
34:19.0,4025.6270N,8654.7197W,,,
-0.01,0,0,175.31,-0.19,-174.19
0,0,-0.01,175.31,-0.19,-174.19
0,0,0,175.31,-0.19,-174.19
0.01,-0.01,-0.01,175.31,-0.19,-174.19
0.01,-0.01,-0.04,175.31,-0.19,-174.19
0.01,-0.01,-0.01,175.31,-0.19,-174.19
0.01,-0.01,0,175.31,-0.19,-174.19
0,0,-0.03,175.31,-0.19,-174.19
-0.02,0,0,175.31,-0.19,-174.19
0.01,0,-0.02,175.31,-0.19,-174.19
-0.16,0.09,-0.04,175.31,-0.19,-174.19
0.16,-0.37,0.1,175.37,-0.19,-174.19
0.27,-0.63,-0.36,175.37,-0.19,-174.19
0.27,-0.3,-0.31,175.5,-0.19,-174.19
-0.05,0.06,-0.39,175.5,-0.19,-174.12
-0.19,0.39,-0.48,175.5,-0.19,-173.94
0.06,-0.08,-0.28,175.44,-0.19,-173.5
0.13,-0.16,-0.19,175.37,-0.19,-173.25
0,-0.05,-0.15,175.25,-0.19,-173
-0.25,0.15,-0.18,175.12,-0.19,-172.37
-0.24,0.13,-0.14,175.06,-0.13,-172.06
0.02,-0.1,-0.29,175.06,-0.13,-171.69
0,-0.08,-0.2,175.06,-0.13,-171.31
0.01,0,0.01,175.06,-0.13,-170.56
0,-0.02,-0.03,175.06,-0.13,-170.19
0.01,0,0.12,175.06,-0.13,-169.81
0.01,0.02,0.05,175.06,-0.13,-169.44
-0.06,-0.02,-0.06,175.06,-0.13,-168.75
-0.1,-0.06,-0.27,175.06,-0.13,-168.37
-0.01,-0.12,-0.39,175.06,-0.13,-168
0.01,-0.06,-0.08,175.12,-0.13,-167.56
-0.14,0.31,0.68,175.19,-0.13,-166.69
-0.11,0.05,0.04,175.31,-0.13,-166.31
-0.02,0.12,0.52,175.37,-0.13,-166
-0.06,-0.35,-1.27,175.56,-0.13,-165.81
0.46,-0.68,-0.81,175.75,-0.13,-165.37
0.6,-1.24,-0.95,175.81,-0.06,-165.06
1.04,-2.35,-1.33,175.81,-0.06,-164.69
-0.16,0.65,-0.05,175.56,-0.06,-163.62
-0.51,0.62,0.21,175.37,-0.06,-163
-0.8,1,0.48,175.25,-0.06,-162.37
-0.9,1.59,1.01,175.19,-0.06,-161.75
-0.61,1.9,1.75,175.25,0,-160.81
-0.2,0.73,0.9,175.44,0,-160.5
-0.8,0.73,0.53,176.06,0,-160.25
-0.39,-0.07,-0.28,176.44,-0.06,-160.25
34:20.0,4025.6267N,8654.7197W,,,
1.46,-0.49,-0.87,177,-0.06,-160.25
1.15,0.41,-0.68,177.06,0,-160.06
0.41,1.29,0,177.19,0,-159.81
-0.62,-2.91,-4.24,177.19,0,-159.44
-0.1,0.54,-0.28,177.37,0,-158.25
-0.36,1.35,-0.65,177.44,0.06,-157.69
-0.34,0.95,-0.95,177.5,0.19,-157.31
0.22,-0.94,-0.91,177.69,0.69,-156.87
0.31,-0.24,-0.98,177.81,1,-156.62
1.25,-0.57,-2.04,177.94,1.25,-156.31
1.34,0.73,-2.13,178.5,2,-155.37
1.41,2.12,-2.26,178.94,2.44,-155
1.33,1.12,-1.8,179.62,3,-154.69
0.66,0.24,-1.39,181.31,4.25,-154.5
0.19,-0.44,-1.88,182.31,4.87,-154.44
-0.18,-0.77,-2.42,183.25,5.56,-154.31
-0.74,-0.54,-2.59,185.12,6.75,-154.06
-0.99,-2.1,-3.15,185.87,7.37,-154.06
-1.04,-3.09,-3.52,186.44,8,-154.25
-1.2,-3.28,-3.25,186.87,9.19,-155
-1.44,-2.3,-1.93,186.62,9.88,-155.37
-1.35,-1.24,-1.52,186.25,10.56,-155.87
-0.65,2.44,-1.78,184.94,11.94,-158.12
1.54,-1.75,-1.91,184,12.69,-160
1.54,-2.04,-0.01,182.87,13.69,-161.81
