500.0,518.0,0.13,-0.16,-0.19,0.011494,2024-03-31 00:34:14.000000
501.0,519.0,0.0,-0.05,-0.15,0.011494,2024-03-31 00:34:14.011494
502.0,520.0,-0.25,0.15,-0.18,0.011494,2024-03-31 00:34:14.022988
503.0,521.0,-0.24,0.13,-0.14,0.011494,2024-03-31 00:34:14.034482
504.0,522.0,0.02,-0.1,-0.29,0.011494,2024-03-31 00:34:14.045976
505.0,523.0,0.0,-0.08,-0.2,0.011494,2024-03-31 00:34:14.057470
506.0,524.0,0.01,0.0,0.01,0.011494,2024-03-31 00:34:14.068964
507.0,525.0,0.0,-0.02,-0.03,0.011494,2024-03-31 00:34:14.080458
508.0,526.0,0.01,0.0,0.12,0.011494,2024-03-31 00:34:14.091952
509.0,527.0,0.01,0.02,0.05,0.011494,2024-03-31 00:34:14.103446
510.0,528.0,-0.06,-0.02,-0.06,0.011494,2024-03-31 00:34:14.114940
511.0,529.0,-0.1,-0.06,-0.27,0.011494,2024-03-31 00:34:14.126434
512.0,530.0,-0.01,-0.12,-0.39,0.011494,2024-03-31 00:34:14.137928
513.0,531.0,0.01,-0.06,-0.08,0.011494,2024-03-31 00:34:14.149422
514.0,532.0,-0.14,0.31,0.68,0.011494,2024-03-31 00:34:14.160916
515.0,533.0,-0.11,0.05,0.04,0.011494,2024-03-31 00:34:14.172410
516.0,534.0,-0.02,0.12,0.52,0.011494,2024-03-31 00:34:14.183904
517.0,535.0,-0.06,-0.35,-1.27,0.011494,2024-03-31 00:34:14.195398
518.0,536.0,0.46,-0.68,-0.81,0.011494,2024-03-31 00:34:14.206892
519.0,537.0,0.6,-1.24,-0.95,0.011494,2024-03-31 00:34:14.218386
520.0,538.0,1.04,-2.35,-1.33,0.011494,2024-03-31 00:34:14.229880
521.0,539.0,-0.16,0.65,-0.05,0.011494,2024-03-31 00:34:14.241374
522.0,540.0,-0.51,0.62,0.21,0.011494,2024-03-31 00:34:14.252868
523.0,541.0,-0.8,1.0,0.48,0.011494,2024-03-31 00:34:14.264362
524.0,542.0,-0.9,1.59,1.01,0.011494,2024-03-31 00:34:14.275856
525.0,543.0,-0.61,1.9,1.75,0.011494,2024-03-31 00:34:14.287350
526.0,544.0,-0.2,0.73,0.9,0.011494,2024-03-31 00:34:14.298844
527.0,545.0,-0.8,0.73,0.53,0.011494,2024-03-31 00:34:14.310338
528.0,546.0,-0.39,-0.07,-0.28,0.011494,2024-03-31 00:34:14.321832
529.0,548.0,1.46,-0.49,-0.87,0.011494,2024-03-31 00:34:14.333326
530.0,549.0,1.15,0.41,-0.68,0.011494,2024-03-31 00:34:14.344820
531.0,550.0,0.41,1.29,0.0,0.011494,2024-03-31 00:34:14.356314
532.0,551.0,-0.62,-2.91,-4.24,0.011494,2024-03-31 00:34:14.367808
533.0,552.0,-0.1,0.54,-0.28,0.011494,2024-03-31 00:34:14.379302
534.0,553.0,-0.36,1.35,-0.65,0.011494,2024-03-31 00:34:14.390796
535.0,554.0,-0.34,0.95,-0.95,0.011494,2024-03-31 00:34:14.402290
536.0,555.0,0.22,-0.94,-0.91,0.011494,2024-03-31 00:34:14.413784
537.0,556.0,0.31,-0.24,-0.98,0.011494,2024-03-31 00:34:14.425278
538.0,557.0,1.25,-0.57,-2.04,0.011494,2024-03-31 00:34:14.436772
539.0,558.0,1.34,0.73,-2.13,0.011494,2024-03-31 00:34:14.448266
540.0,559.0,1.41,2.12,-2.26,0.011494,2024-03-31 00:34:14.459760
541.0,560.0,1.33,1.12,-1.8,0.011494,2024-03-31 00:34:14.471254
542.0,561.0,0.66,0.24,-1.39,0.011494,2024-03-31 00:34:14.482748
543.0,562.0,0.19,-0.44,-1.88,0.011494,2024-03-31 00:34:14.494242
544.0,563.0,-0.18,-0.77,-2.42,0.011494,2024-03-31 00:34:14.505736
545.0,564.0,-0.74,-0.54,-2.59,0.011494,2024-03-31 00:34:14.517230
546.0,565.0,-0.99,-2.1,-3.15,0.011494,2024-03-31 00:34:14.528724
547.0,566.0,-1.04,-3.09,-3.52,0.011494,2024-03-31 00:34:14.540218
548.0,567.0,-1.2,-3.28,-3.25,0.011494,2024-03-31 00:34:14.551712
549.0,568.0,-1.44,-2.3,-1.93,0.011494,2024-03-31 00:34:14.563206
550.0,569.0,-1.35,-1.24,-1.52,0.011494,2024-03-31 00:34:14.574700
551.0,570.0,-0.65,2.44,-1.78,0.011494,2024-03-31 00:34:14.586194
552.0,571.0,1.54,-1.75,-1.91,0.011494,2024-03-31 00:34:14.597688
553.0,572.0,1.54,-2.04,-0.01,0.011494,2024-03-31 00:34:14.609182
554.0,573.0,-0.92,3.78,4.76,0.011494,2024-03-31 00:34:14.620676
555.0,574.0,0.0,2.26,5.63,0.011494,2024-03-31 00:34:14.632170
